id,message,label
7205,i want to hear yesterday's podcast from my favorite channel,play_podcasts
6590,get latest news report on kidnapping in ny,news_query
45,set an alarm for this eight hundred pm this evening,alarm_set
6551,what's happening today,news_query
4598,please speak that one more again.,general_repeat
1324,remove my alarm for tomorrow morning,alarm_remove
2976,do i have any missed call from patrick,email_querycontact
8504,where can i go shopping in this area,recommendation_locations
7624,what is the us dollar and euro exchange rate,qa_currency
6541,is there any new environmental news,news_query
2104,i am no longer attending the wedding on the tenth so remove it from my calendar,calendar_remove
7800,how many sides are on a pentagon,qa_factoid
1241,cancel my seven am alarm,alarm_remove
6020,please delete the last song that played from the playlist,lists_remove
9924,what is the temperature,weather_query
3022,give me charles telephone number,email_querycontact
11038,i am in need of a taxi right now,transport_taxi
3346,yes it was perfect.,general_affirm
3269,yeah you did it exactly.,general_affirm
5940,show me my lists,lists_query
9284,how long does it take to get there,transport_query
2418,how long do i need to cook a brisket for it to be medium,cooking_recipe
1608,mute the sound,audio_volume_mute
6654,what are the results of the election,news_query
10319,would you shut up.,general_commandstop
691,can you play my favorite audio book of tarzan,play_audiobook
6593,what is new,news_query
698,play tennis for me,play_game
4949,how do i set the timer on my coffee machine,iot_coffee
4049,show me a funny joke,general_joke
4311,"that's nice one, thanks.",general_praise
7638,what does a sea lion look like,qa_definition
4811,make vacuum cleaner start,iot_cleaning
6262,i love anything by elton john,music_likeness
4307,"that's nice job, thank you so much.",general_praise
3413,can you shut off please.,general_commandstop
3731,"i have no idea, olly.",general_dontcare
3179,send an email to adele,email_sendemail
1955,erase next calendar event,calendar_remove
8797,may i know what is trending in twitter,social_query
11031,get me a ride to hospital,transport_taxi
4040,hey do you know any jokes,general_joke
8408,tell me where i can go shopping in this area,recommendation_locations
6039,erase previous list,lists_remove
8920,what's new on my facebook account,social_query
7529,given me the exchange rates between u. s. d. and inr,qa_currency
6749,hold,play_audiobook
9125,how long until my takeaway,takeaway_query
4315,"that's cool,, olly.",general_praise
6346,who's current music's author,music_query
5550,please increase the light of table lamp,iot_hue_lightup
7405,play the radio station one hundred and one point nine,play_radio
5441,it's awfully dark here,iot_hue_lighton
7191,start podcast mlb daily,play_podcasts
8018,what does two plus two equal,qa_maths
9554,request an uber now,transport_taxi
3328,yeap right response.,general_affirm
6299,my all time favorite song is something like this from chainsmokers,music_likeness
5917,read list for me please,lists_query
7499,new exchange rate,qa_currency
2649,what time i sit in china right now,datetime_query
6168,delete the last line,lists_remove
2234,set a notification for june fifth every year,calendar_set
1642,cut off noise,audio_volume_mute
5488,turn up the lights please,iot_hue_lightup
4540,i had a long hard day,general_quirky
176,tell me the time in this time zone,datetime_query
6677,get news from bbc,news_query
9009,checkout subway food centre near me and order tandoori roti,takeaway_order
693,i want to play solitare with you,play_game
7075,let's play workout playlist,play_music
10686,open the local news app,news_query
1664,don't respond for fifty seconds,audio_volume_mute
2027,please delete my lunch date from the march twenty third schedule,calendar_remove
8515,are there any good pizza places around here,recommendation_locations
888,where can i got to grab some drinks in west chester,recommendation_locations
8292,what's happening near me this week,recommendation_events
5545,raise the light,iot_hue_lightup
6668,please provide world hot news,news_query
125,make a repeating reminder for my yoga practice every day at noon,calendar_set
9783,traffic status please,transport_traffic
2806,are there any new emails in outlook,email_query
3243,you've done the command correcly.,general_affirm
1040,is there any traffic,transport_traffic
5568,turn off kettle socket,iot_wemo_off
5446,can you adjust the lighting for me to be brighter,iot_hue_lightup
9764,please check the traffic to the home,transport_traffic
6700,resume the two towers,play_audiobook
6456,what song in the theme song for frasier,music_query
1841,do i have a sales meeting today,calendar_query
9075,i want two burgers and one coke order it fast,takeaway_order
4123,i am sorry but i think that's not correct.,general_negate
8697,tweet complaint to consumer service,social_post
8037,what's one plus one,qa_maths
8533,what clothes store would you recommend here,recommendation_locations
5192,please lower the lights a little bit,iot_hue_lightdim
7440,play the breakfast club,play_radio
5571,turn off plug,iot_wemo_off
686,resume my audiobook where we paused last,play_audiobook
9637,i want you to book a train ticket for me,transport_ticket
9303,can you get me a train ticket to nyc,transport_query
8182,what is today's close of goog,qa_stock
6154,trash file one,lists_remove
9746,how's the traffic,transport_traffic
2403,tell me how to cook pasta,cooking_recipe
7742,hey what is the definition of survey,qa_definition
1885,please check my reminders,calendar_query
2708,add a new email,email_addcontact
6074,i have already given mark his gift today please remove him on my christmas gift list,lists_remove
3215,you have understood my instructions exactly.,general_affirm
11026,tell me if i should use the train or bus to get across town today,transport_query
2833,have any emails come in since four hundred today,email_query
9482,could you please book me a taxi going to location,transport_taxi
10743,find and queue all songs of kate perry and play all without shuffling,play_music
2505,what is the current time in chennai,datetime_query
611,please rate this song five stars please,music_likeness
10610,make sure bread is on my grocery list,lists_query
3979,do you know any jokes,general_joke
4493,what is the story of the movie titanic,general_quirky
4065,tell a joke,general_joke
4302,"you are the best, thank you so much, olly.",general_praise
8223,stock,qa_stock
10188,do you know how to cook risotto,cooking_recipe
5522,brighten the lights please,iot_hue_lightup
9636,buy train ticket,transport_ticket
10192,what is the time at singapore when our time is five pm,datetime_convert
366,that wasn't right.,general_negate
8463,can you tell me a good place to eat,recommendation_locations
5696,please turn on the smart socket,iot_wemo_on
3348,olly please shut down.,general_commandstop
9147,when will by order from taco bell be delivered,takeaway_query
2203,remind me to meet with steve at one pm tomorrow,calendar_set
1620,quiet on,audio_volume_mute
1733,increase the volume,audio_volume_up
17,may i know the about alarm you set,alarm_query
10030,what alarms do i all have set,alarm_query
7961,tell me if five hundred and forty is subtracted seven time by twenty eight,qa_maths
8232,show me all the events happening in milan,recommendation_events
10074,set a wake up call for ten am,alarm_set
9254,reviews of the restaurants,takeaway_query
5724,add a wrist watch to the shopping list,lists_createoradd
5162,i want dimmer lights,iot_hue_lightdim
178,tell me what time it is in dallas texas,datetime_query
1895,what is scheduled on my calendar today,calendar_query
5344,switch the lights to off,iot_hue_lightoff
5013,turn lights to green,iot_hue_lightchange
1129,please tell about the alarms,alarm_query
3078,email tom,email_sendemail
1395,set the alarm for nine am on weekends,alarm_set
7540,what is the equivalent of one inr in zimbabwe dollars,qa_currency
6820,keep playing war and peace,play_audiobook
682,can you play file,play_audiobook
486,switch lights to red tone,iot_hue_lightchange
3481,olly could you shut off.,general_commandstop
6007,list to do,lists_query
10078,decrease the volume to ten percent,audio_volume_down
8650,tweet complaint to american eagle customer service,social_post
9478,call golden taxi to pick me up at seven pm today,transport_taxi
4055,please tell me a joke that i'll think is funny,general_joke
807,when does the super bowl officially start,qa_factoid
6575,top news,news_query
9288,where is the closest train depot,transport_query
4983,make me happy juice,iot_coffee
9914,will i need an umbrella tomorrow,weather_query
7450,please turn on radio on seven am,play_radio
7516,how much is the us dollar versus the pound,qa_currency
10559,turn the lights up,iot_hue_lightup
2769,what are my new contact emails,email_query
8127,stock prices of rolls royce,qa_stock
2555,i want exact time in washington right now,datetime_query
9019,confirm the order and send me the confirmation,takeaway_order
7324,play bbc radio one,play_radio
7367,play football news from radio one,play_radio
4936,order a latte from starbucks,iot_coffee
1259,cancel my three pm alarm,alarm_remove
6692,tell me updates,news_query
1808,need information about events before shift ends,calendar_query
6609,what is the latest news on sprint,news_query
5252,nighttime mode,iot_hue_lightdim
6449,tell me the name of the composer,music_query
7641,do you know the definition of school,qa_definition
5566,off mobile charger plug,iot_wemo_off
5161,i want a lower light,iot_hue_lightdim
9007,order a pizza with sausage from domino's,takeaway_order
150,i need to know how to make stuffed peppers,cooking_recipe
10323,would you check my last command.,general_confirm
9592,book a train ticket to new york,transport_ticket
8326,any specific event in washington,recommendation_events
4682,i want to hear what said again.,general_repeat
3397,"that's enough, stop.",general_commandstop
4791,robot vacuum the living room now,iot_cleaning
8950,checkout top restaurant near me and order shahi panner,takeaway_order
207,do i have any emails from jessica,email_query
5101,set brightness to fifty percent,iot_hue_lightchange
1515,decrease speaker volume,audio_volume_down
9566,i want a train ticket,transport_ticket
10258,show john's contact information,email_querycontact
7896,how big is russia,qa_factoid
7601,exchange rates of inr and u. s. d.,qa_currency
2908,could you get john's email address for me,email_querycontact
9898,is it going to rain in the next few days in tucson,weather_query
2626,what's the time in new york,datetime_query
653,repeat same song for ten times,music_settings
7188,find me a podcast on wrestling,play_podcasts
10545,cut the lights off,iot_hue_lightoff
1115,check if alarm is set for six am,alarm_query
3201,yes you got command exactly.,general_affirm
6826,i want to hear the book written by the mother of the shooter at columbine,play_audiobook
10997,does pings have takeaway,takeaway_query
3738,"any one would be okay, olly.",general_dontcare
2460,what time can i call from pennsylvania and it will be business hours in australia,datetime_convert
7539,what's the dollar's exchange rate with the euro,qa_currency
4897,make me a cup of coffee with salted carmel flavored cream,iot_coffee
5610,i want the wemo socket off,iot_wemo_off
596,take bread out from the shopping list,lists_remove
11027,how to go to multi specialty hospital,transport_query
10197,can you tell how many hours of difference are between boston and los angeles,datetime_convert
8179,check stock prices on this,qa_stock
8155,show me share price of tata,qa_stock
3416,"olly that is enough, cancel it.",general_commandstop
4068,a priest walks into a bar,general_joke
10401,it seems like the answer was not correct.,general_negate
6909,i want to play a game,play_game
7912,how old is kim kardashian,qa_factoid
9874,should i wear a hat today,weather_query
1094,list all set alarms,alarm_query
6784,resume mind reading book,play_audiobook
1038,how is traffic in city,transport_traffic
3080,open a new email to contact,email_sendemail
2568,what is the time in ajmer,datetime_query
4517,why do starving people keep having kids,general_quirky
5260,turn lights off in kitchen,iot_hue_lightoff
9681,id like to get on the next train that will be departing indianapolis headed to chicago,transport_ticket
6956,play chess with me please,play_game
7492,how much is fifty us dollars with in china,qa_currency
10268,pleas reply to the mail of allen,email_sendemail
5501,turn up the lights in the living room,iot_hue_lightup
4669,could you tell me again please.,general_repeat
8574,what film should i watch,recommendation_movies
2955,find me my dad's email address,email_querycontact
10903,where is the food festival tonight,recommendation_events
7973,can you help me find the answer to this question,qa_maths
9457,can you call an uber for me,transport_taxi
4305,"that's useful, thank you very much.",general_praise
6562,please let me know about topic elections,news_query
8023,what is four plus five,qa_maths
7128,play the billboard top ten,play_music
4097,i think you've done this all in wrong manner.,general_negate
5375,kindly switch off the light in the drawing hall,iot_hue_lightoff
9155,tell me when taco bell can deliver my dinner,takeaway_query
9120,is my order ready for pick up now,takeaway_query
1186,at what time is my alarm set,alarm_query
1214,what alarms did i set today,alarm_query
8392,what's the best chicken place near me,recommendation_locations
371,thanks but i think you do not get me.,general_negate
3662,would not care.,general_dontcare
2790,did my mom send me an email,email_query
3094,"send email to robert, what time is dinner",email_sendemail
7033,play for me hip hop music,play_music
3193,yes you've done your understanding correcly.,general_affirm
4015,search for new jokes,general_joke
8988,i want to order a takeaway from papa john's,takeaway_order
5385,light off living room,iot_hue_lightoff
6427,give me some bowie,music_query
10520,make the lights less bright,iot_hue_lightdim
218,how many contacts are there named john,email_querycontact
6222,can save this music in my playlist,music_likeness
7087,can you play rfi,play_music
8984,i want to eat something will you order food for me,takeaway_order
7024,start play,play_music
10793,what are the new rock radio stations,play_radio
3279,yeap you've understood the answer right.,general_affirm
1721,increase the volume of the speaker,audio_volume_up
5808,i want to start a new list of power tools on sale at true value,lists_createoradd
4434,can you make dinner for me,general_quirky
11070,give me a current traffic report,transport_traffic
3552,did you get what i just said correctly?,general_confirm
5575,turn off smart socket,iot_wemo_off
9502,book uber for tonight at seven pm,transport_taxi
9791,give me the update on traffic at new york,transport_traffic
957,place order of one pizza,takeaway_order
10596,generate fresh list,lists_createoradd
7048,reshuffle and play music,play_music
2814,please check all new email of income tax department,email_query
6845,play this audiobook for me,play_audiobook
608,get rid of mike stein from contacts list,lists_remove
5824,open grocery list and add milk,lists_createoradd
8858,how many people are following me on twitter now,social_query
10973,i need to order some food from papa john's,takeaway_order
5565,please turn off the smart socket,iot_wemo_off
8081,what is the sensex and nifty points for today,qa_stock
10063,repeat alarm,alarm_set
5048,change my room lights so that i can get a good sleep,iot_hue_lightchange
8270,info of the upcoming events,recommendation_events
5902,what's in my list of tasks,lists_query
2770,please archive my read messages,email_query
2388,what is the cooking time for mashed potatoes,cooking_recipe
10289,excellent.,general_affirm
6937,lets play tic tac toe,play_game
4118,please make sure your command was correct because it doesn't sound right.,general_negate
7876,which are well reviewed movies by emma watson,qa_factoid
10314,olly please could you shut down.,general_commandstop
4748,let's suck out the dust,iot_cleaning
7446,open pandora play rock station,play_radio
5468,please increase the light,iot_hue_lightup
978,what is the status of my order no,takeaway_query
6570,have there been updates on abortion law,news_query
707,play checkers with me,play_game
8559,give me a movie for tonight,recommendation_movies
4653,i would like to hear again.,general_repeat
6343,what music do i prefer,music_query
2894,what is my daughter's phone number,email_querycontact
5399,bedroom light off,iot_hue_lightoff
9696,book me a train ticket for this afternoon to chicago,transport_ticket
8874,is there any new vegan news on facebook,social_query
8267,are there any good social events happening in my area,recommendation_events
9756,how is the traffic on harvard,transport_traffic
7490,tell me the exchange rate for the yen,qa_currency
2052,cancel all my appointments after three pm today and inform me the details,calendar_remove
7757,object identifier,qa_definition
9504,get me an uber,transport_taxi
4162,you are leading me into wrong.,general_negate
663,i want to know everything that breaks about the dam breaking in california,news_query
3073,compose an email to parisa,email_sendemail
2043,erase my whole calendar,calendar_remove
1731,lower my music player volume by fifty percent of its current level,audio_volume_up
5089,hi olly change the color of lights in my room to red,iot_hue_lightchange
445,start my robot vacuum cleaner by ten to eleven am daily,iot_cleaning
6232,save my opinion on adele's song,music_likeness
2130,set a meeting with hongbin,calendar_set
683,audio,play_audiobook
3519,can you check and confirm my last command please.,general_confirm
5261,please turn off the lights in this room,iot_hue_lightoff
10015,will i need a raincoat when i go to glasgow on sunday,weather_query
7577,how much is five dollars worth in euros,qa_currency
8067,can you do nine plus two,qa_maths
3992,tell me a joke about a man,general_joke
8118,what did the s n. p close out at,qa_stock
768,what is the most current exchange rate in china,qa_currency
2727,what did the clinic say about my exams,email_query
6167,get rid of item on the list,lists_remove
6455,what's the name of the piece you are playing,music_query
10436,my day was great,general_quirky
8498,where is a great pub,recommendation_locations
10036,let me know the alarm time,alarm_query
9481,i need a taxi in thirty minutes,transport_taxi
4027,are you aware this joke,general_joke
5423,turn on the lamp,iot_hue_lighton
5529,spread some lights,iot_hue_lightup
195,are there any new emails from name,email_query
3767,don't mind.,general_dontcare
3532,please check and confirm detail.,general_confirm
5381,switch off the light on the left,iot_hue_lightoff
2803,did i get an email from sarah,email_query
3444,"olly that's enough, cancel.",general_commandstop
3687,anything is ok to me.,general_dontcare
10645,add bruno mars to my favorites,music_likeness
4074,this was not what i am searching for.,general_negate
8822,what friends were in popular places the last day,social_query
3277,yes that's amazing.,general_affirm
8977,order chinese for delivery,takeaway_order
9257,does that restaurant allow call in orders,takeaway_query
2536,time in chicago,datetime_query
3868,your words was not so clear.,general_explain
3101,please start an email for my sister,email_sendemail
10723,how about a game of snakes and ladders,play_game
5534,can you raise the lights for me please,iot_hue_lightup
10731,would you like to play never have i ever,play_game
8355,are there any events coming up,recommendation_events
9210,does brick grill deliver,takeaway_query
4834,at one pm today start the robot vacuum cleaner,iot_cleaning
277,i like you cancel.,general_commandstop
10439,today was a hard day,general_quirky
5716,can you create a new list,lists_createoradd
6725,start reading fifty shades of grey from chapter four,play_audiobook
603,i don't have enough money to buy the nintendo switch right now can you please remove it on my amazon wishlist,lists_remove
8576,what's a good movie that's out right now,recommendation_movies
6748,resume the playback of zanes se chronicles,play_audiobook
6252,i love hip hop,music_likeness
7053,let's hear some indie rock okay,play_music
1001,order me an uber ride please,transport_taxi
3398,olly would you shut up please.,general_commandstop
8968,order me a cheese burger from tommy's burgers,takeaway_order
2174,set the event to recur on the first monday of the month,calendar_set
3697,anything is ok with me.,general_dontcare
5831,make a list of camera photos,lists_createoradd
5712,add butter to the list,lists_createoradd
9121,restaurant delivery update,takeaway_query
7473,play a pop station on the radio,play_radio
2609,what time is it in england,datetime_query
10261,what is john's last name,email_querycontact
8424,where is the nearest pub in the city,recommendation_locations
1464,call me at six am,alarm_set
7636,give me the definition of the word fondle,qa_definition
10179,please explain the rice recipe,cooking_recipe
7255,play that podcast i was listening to yesterday,play_podcasts
4932,double cappuccino small please,iot_coffee
4861,"i'll take my coffee, black",iot_coffee
8608,what's worth watching,recommendation_movies
10944,tweet long wait time and unprofessional employees,social_post
9834,what does the traffic look like on my usual route to work,transport_traffic
6712,can you play my favorite audio book of king kong,play_audiobook
4845,will you please get the coffee machine to make some coffee,iot_coffee
1223,when is my alarm set for,alarm_query
4703,start roomba,iot_cleaning
3646,please could you confirm instruction.,general_confirm
7458,please play the radio,play_radio
5542,turn the lights brighter,iot_hue_lightup
8367,are there any events going on in milan,recommendation_events
7332,change channel to one hundred and three,play_radio
1659,mute yourself until i say otherwise,audio_volume_mute
1629,mute speakers please,audio_volume_mute
2764,did linda connors reply to any of my emails this morning,email_query
8659,tweet my current location,social_post
3981,the joke of the day,general_joke
4957,yo i need a coffee now,iot_coffee
10672,please tell me the name of this song that is currently playing,music_query
1714,turn up volume of music,audio_volume_up
5136,change lights,iot_hue_lightchange
4253,"awesome work, you've done well.",general_praise
1072,i am gonna need an umbrella today after sunset,weather_query
9135,does fongs have delivery,takeaway_query
5536,turn up the lights,iot_hue_lightup
7660,describe a chart,qa_definition
6387,who is the artist of the song playing now,music_query
6378,what's the name of this song,music_query
9726,is the road in some particular area wide or narrow,transport_traffic
4939,do a coffee for me please,iot_coffee
10080,turn the music lower,audio_volume_down
3300,yes perfectly.,general_affirm
7266,start playing my most played podcast,play_podcasts
4423,how about you,general_quirky
5888,what does the list contain,lists_query
10656,favorite this music,music_likeness
5524,bring up lights,iot_hue_lightup
5669,activate the wemo plug socket,iot_wemo_on
9201,current status of take out order,takeaway_query
8301,what's happening here,recommendation_events
1816,is there any events planned for the next three months,calendar_query
505,turn off the lights in the bathroom,iot_hue_lightoff
10576,turn on the fan socket,iot_wemo_on
8710,send this message to @microsoft on twitter,social_post
3376,please could you shut off.,general_commandstop
3055,draft an email to kailey about work later,email_sendemail
3765,do not mind to select any one.,general_dontcare
2715,add this email address to my contacts and send an email to,email_addcontact
5653,turn on the smart plug,iot_wemo_on
1291,turn off the alarm for tomorrow morning,alarm_remove
7349,can you turn msnbc on in the car,play_radio
3940,i am not clear about your answers.,general_explain
2928,please delete the contacts that i havent spoken to in three of months,email_querycontact
6916,play candy crush,play_game
7563,what is the exchange rate of us dollar today for rupee,qa_currency
8546,which rom com movie can i watch in theatres around new york,recommendation_movies
3789,"i have no idea for which to choose, olly.",general_dontcare
7948,how big is the grand canyon,qa_factoid
10269,create an email that needs to go out to my family,email_sendemail
9269,how long does it take to get the train from rome to paris,transport_query
3572,i would like you check details please.,general_confirm
8371,show me upcoming events in the quad cities,recommendation_events
6798,please continue reading audiobook,play_audiobook
7402,i need you to start fm eight hundred and ninety radio channel,play_radio
2191,remind me to meet joe for lunch tomorrow,calendar_set
3112,send email to david davis email address,email_sendemail
2022,cancel all meetings for today,calendar_remove
113,delete my meeting event for march nineteen at one pm,calendar_remove
1844,do i have a meeting today,calendar_query
7189,can you backward an episode in the podcast,play_podcasts
96,one thousand two hundred and thirty pm already you will have a meeting in ten mins,calendar_query
10217,add something@gmail dot com to my contacts,email_addcontact
6137,get rid of bananas on the list,lists_remove
3633,could you please check and confirm last thing i said.,general_confirm
9815,give details about the current traffic,transport_traffic
8331,to which event can i go in milan now,recommendation_events
755,play one thousand and thirty seven fm,play_radio
864,what's going on,recommendation_events
406,do i need to spare washing my car today,general_quirky
10208,tell me the time,datetime_query
8406,near by grocery,recommendation_locations
10658,what music is playing right now,music_query
5352,turn off room lights,iot_hue_lightoff
1838,whats going on in my calendar,calendar_query
1752,turn up speakers,audio_volume_up
2391,i want to cook italian dishes show me some,cooking_recipe
7701,define love without invoking the term love,qa_definition
9281,next train to dc,transport_query
9899,is it going to rain in seattle today,weather_query
10854,how old is carrie underwood,qa_factoid
4439,how would you tackle the following problem brush your teeth,general_quirky
10203,what time is it in a city,datetime_query
5616,off all type of active devices,iot_wemo_off
3235,yeah wonderful.,general_affirm
191,save the email to my contact,email_addcontact
8845,is there anything important happening on social media,social_query
2553,what day today,datetime_query
9720,how is the traffic now,transport_traffic
4603,say it one more time please.,general_repeat
7135,play hurt by johnny cash next,play_music
374,i think you don't get answer right.,general_negate
5258,office lights off,iot_hue_lightoff
10334,check and confirm what i said please.,general_confirm
7457,switch on the radio and play hello fm station,play_radio
5521,please turn the lights up to eight,iot_hue_lightup
1765,more volume please,audio_volume_up
9459,book a taxi at my home address for right now,transport_taxi
2054,what do i have to do today,calendar_remove
4380,"that was useful,.",general_praise
8173,tell me which mutual funds have maximum yearly returns,qa_stock
2684,save to contacts,email_addcontact
5807,please find all name start with alphabetic of a and create a list,lists_createoradd
10615,which lists are present in the notes app,lists_query
7796,who was the first president of united states,qa_factoid
1562,off the speakers,audio_volume_mute
7687,how would you describe a ball,qa_definition
3067,write an email about next week weather to my wife,email_sendemail
8642,please tweet for me about the bad service rended by the taj restaurant,social_post
8479,tell me what is the nicest place to go,recommendation_locations
10696,what is happening in the world right now,news_query
5197,bring the lights down a bit,iot_hue_lightdim
361,i didn't say it.,general_negate
5406,will you please turn the lights off,iot_hue_lightoff
3993,hey olly make me laugh with a good joke,general_joke
1319,remove finlee's bedtime alarm,alarm_remove
8231,what are amd stock prices,qa_stock
10110,made media volume louder,audio_volume_up
9468,check in a taxi for booking,transport_taxi
8509,make a reservation for two at olive garden,recommendation_locations
6941,could you play poker with me,play_game
4221,sorry but you have messed up the command.,general_negate
9152,tell me which catering packages are available,takeaway_query
1307,remove my eight pm alarm and set it to seven pm,alarm_remove
6447,who's playing the oboe on this piece,music_query
10350,any one will be good to me.,general_dontcare
8046,what is four plus four,qa_maths
381,"you rock, thank you very much, olly.",general_praise
1992,get rid of everything on my calendar,calendar_remove
3497,olly please could you cancel.,general_commandstop
9751,can i make back home without a traffic jam,transport_traffic
3118,email co worker about work project,email_sendemail
5912,list entry,lists_query
185,can you tell me the date today,datetime_query
256,yeah perfect response to command.,general_affirm
1257,remove six am alarm of whole week for future,alarm_remove
6263,i am forever hip hop,music_likeness
4492,hey today i was fired from my job,general_quirky
620,i really enjoy this song,music_likeness
9753,i would like to know the traffic condition,transport_traffic
2385,can you prepare a cheese sandwich,cooking_recipe
6151,clear all from my iphone,lists_remove
1191,what time is my alarm set for,alarm_query
2282,cooking recipe,cooking_recipe
843,how is shell s stock doing today,qa_stock
8302,list local ongoing exhibitions,recommendation_events
678,play from my last session of joes book,play_audiobook
8844,who's birthdays are today on facebook,social_query
4552,can you try the last one spoken once again.,general_repeat
2117,remind me everyday at two pm for lunch,calendar_set
8510,show me some vegan restaurants close by,recommendation_locations
249,send reply to joe,email_sendemail
3189,email chris add following content sorry i will be late today,email_sendemail
5925,find list in my pda,lists_query
1875,how many calories did i burn between three and five today,calendar_query
2435,convert time zone,datetime_convert
3455,please can you cancel it.,general_commandstop
10255,please open my contact list,email_querycontact
9183,where can i order takeout,takeaway_query
8818,tell me the exact count of followers on my twitter handle as of today,social_query
9102,call pizza hut and find out if my order is ready,takeaway_query
4215,"no, you gave me incorrect information.",general_negate
1593,silence for two hours,audio_volume_mute
10182,what can i substitute butter with,cooking_recipe
3116,send mail to mom i am planning vacations with her next week,email_sendemail
2594,what date is the third friday of this month,datetime_query
9403,directions to the target on i forty,transport_query
11032,i need you to book a taxi for me,transport_taxi
3409,olly talk to you later on.,general_commandstop
7400,hey olly turn the radio on,play_radio
971,hi there do you offer home delivery for orders,takeaway_query
2545,what time is it in another city,datetime_query
2313,how long should i simmer rice for,cooking_recipe
8000,convert ten miles to kilometers,qa_maths
5874,open my list,lists_query
3221,good response to the command.,general_affirm
10421,"thank you, olly.",general_praise
325,wouldn't really mind for whatever.,general_dontcare
7518,convert five s. d. to rials,qa_currency
1749,can you turn up the volume,audio_volume_up
7890,where is the statue of liberty located,qa_factoid
3198,you have done that perfectly.,general_affirm
10972,hi there tell me latest updates of times of india page in facebook,social_query
681,resume animal farm,play_audiobook
1681,turn up radio volume,audio_volume_up
5598,disable smart socket,iot_wemo_off
7486,convert one euros to us dollars,qa_currency
1705,raise the volume to fifty,audio_volume_up
4414,dubai marriage,general_quirky
5097,make the lights a different color,iot_hue_lightchange
2125,reminders,calendar_set
54,lower the volume to twenty,audio_volume_down
7869,how many species of bees are there in the united states,qa_factoid
7689,could you please tell me the meaning for the item laptop,qa_definition
5338,can you please off the light,iot_hue_lightoff
1437,wake me up at five thirty,alarm_set
2260,call sarah,calendar_set
3025,what is the home phone number for sarah,email_querycontact
10512,set colour blue for all lights of my house,iot_hue_lightchange
10595,i need to create a new to do list,lists_createoradd
4806,please activate my vacuum cleaner,iot_cleaning
4507,suggestions for future,general_quirky
4963,start the coffee maker,iot_coffee
4622,retry it please.,general_repeat
11087,please confirm the weather for the thirteenth of this month,weather_query
1033,book the the next train ticket to chennai,transport_ticket
1217,review all alarms,alarm_query
5458,turn the chandelier all the way up,iot_hue_lightup
10282,yeah it's confirmed.,general_affirm
10755,can you play call me by aretha franklin after this song is finished playing,play_music
954,i would like to pickup a veggie sub with a cookie from subway,takeaway_order
8850,what trending on twitter,social_query
10189,freezing,cooking_recipe
6974,play candy crush with me,play_game
4285,"that is cool, musch appreciated.",general_praise
10554,can the lights be turned up,iot_hue_lightup
1006,book a taxi,transport_taxi
9136,how many minutes do i need to wait to pick up my food from china on the go,takeaway_query
2173,i have to go to a meting on friday at noon can you remind me,calendar_set
3964,once again explain your answer.,general_explain
6646,what's the news in politics on cnn,news_query
10429,i need to keep two toddlers busy tell me what to do,general_quirky
5264,could you please turn off the overhead light in the kitchen,iot_hue_lightoff
3821,explain it further please.,general_explain
10549,turn off lights in bedroom,iot_hue_lightoff
7860,where is steven spielberg living,qa_factoid
417,please say one more time again.,general_repeat
5026,light settings,iot_hue_lightchange
7836,when did beyonce and jay z get married,qa_factoid
2387,what do i need to make lamb pathia,cooking_recipe
515,could you turn the light off,iot_hue_lightoff
9001,i want to order some takeaway food,takeaway_order
7659,give me the description of a smartphone circuit,qa_definition
3975,can you tell me a nice joke,general_joke
4350,"it was nice one, thank you very much.",general_praise
706,bring up papa pear saga,play_game
958,find me the nearest chinese for delivery,takeaway_order
7768,tell me about rock,qa_definition
5432,and the darkness has fallen,iot_hue_lighton
1489,lower volume to half,audio_volume_down
4592,can you speak it again please.,general_repeat
5016,house change all lights to blue,iot_hue_lightchange
981,where can i book a train ticket to oregon,transport_query
10087,don't talk,audio_volume_mute
4976,run coffee maker,iot_coffee
8342,show todays events in ny,recommendation_events
1056,do i have to bring umbrella for tonight party,weather_query
4927,start the coffee machine at three,iot_coffee
2069,delete from the calendar the next event,calendar_remove
9394,show me today all train times of next two hours at jodhpur to jaisalmer,transport_query
8740,post that i am going to woodland shoe store,social_post
6915,play my favorite game by name naughty dog,play_game
794,define economics,qa_definition
4731,activate robot cleaner in an hour,iot_cleaning
2561,what day does april sixteenth fall on,datetime_query
2960,how do i dial sarah,email_querycontact
1413,set my alarm for six am tomorrow,alarm_set
4528,does mr t have a family,general_quirky
3641,would you confirm the last thing i said please.,general_confirm
2366,find the correct temperature for frying a whole turkey,cooking_recipe
2748,tell me about new emails,email_query
7020,turn on my michael jackson playlist,play_music
8593,what movies are playing tonight at nine pm at the amc nine,recommendation_movies
1290,please turn off my alarm for this evening,alarm_remove
752,turn on the local radio,play_radio
5784,please create a new list,lists_createoradd
1237,remove my earliest alarm for tomorrow,alarm_remove
7385,play music now from radio plus,play_radio
8915,check how many likes did i got on my most recent post,social_query
5825,add ashley to the wedding invite list,lists_createoradd
9892,what will be the temperature today for miami florida,weather_query
8042,what is three plus four,qa_maths
945,can i order out,takeaway_order
7151,play song aces high,play_music
1627,mute speakers,audio_volume_mute
7730,what is this thing,qa_definition
6350,show me the name of the song playing right now,music_query
8661,fraud in weighing products,social_post
5890,what do i need to get done today,lists_query
